file,relative_path,size_bytes,mtime_iso,md5,sha256
122. Mice of the genus Apodemus.pdf,122. Mice of the genus Apodemus.pdf,794917,2009-04-27T10:38:24,c59defb6a0cdf0d9541bda80e2cdc44e,88bbbaefff9566dad29e5461970298607bedb25900200f18e0e4be5f6bb10c51
123. Karyotypes of seven rodents from Jordan.PDF,123. Karyotypes of seven rodents from Jordan.PDF,806988,2009-05-04T06:37:12,3b859b945b26b48137c2905478f55c6d,7c4da5bbefa0fb4f24b0c22c18edf6369714530eefb34b41900b96880a498b44
"125. Karyotypes of four bats (Chiroptera Rhinolophidae, Vespertilionidae) from Jordan..PDF","125. Karyotypes of four bats (Chiroptera Rhinolophidae, Vespertilionidae) from Jordan..PDF",721438,2009-09-27T06:24:58,ce8ccfc4ecfd33adc0aaad5d82221fe1,f78ecace5529d790a9e64aef5e8e1a3bb0f4283995ed51e192eceb79f5eb02a2
126. A karyotypic study on rodents of the genus Gerbillus collected from Jordan..pdf,126. A karyotypic study on rodents of the genus Gerbillus collected from Jordan..pdf,232614,2009-06-14T10:46:04,6a8d834c087c78333095856b6d7ed43e,e2797a084d53fe1f167f3d42ced3be4038e252dbc863c5343b88e6bf60481ca0
13. Zhou et al. (2009).pdf,13. Zhou et al. (2009).pdf,1356605,2015-11-17T11:16:16,bb659a29fac9a9f92a2f5898f8c6608d,e7dd341e93581efd6c70614262deef395c059375d29ca37f2622ba8bed5173f9
"130. Bats (Mammalia Chiroptera) of the Eastern Mediterranean and Middle East. Part 8. Bats of Jordan fauna, ecology, echolocation, ectoparasites..pdf","130. Bats (Mammalia Chiroptera) of the Eastern Mediterranean and Middle East. Part 8. Bats of Jordan fauna, ecology, echolocation, ectoparasites..pdf",5289270,2011-08-24T11:45:38,15525ab70b66060ae94cd21f8b2485e2,6c6ffe069c39df1a83e081721702bd0a77bc17f06c7bdbbde16ab50eafb53eef
14. Benda et al. (2011).pdf,14. Benda et al. (2011).pdf,2098054,2015-11-17T11:26:30,7014fc12d75fb7d67635d14269e7cbf1,9ac63298a260e0e8760adad68dce48abec4f0307e3de3195453cdb8fed580413
"141. Camera trapping in assessing diversity of mammals in Jabal Moussa Biosphere Reserve, Lebanon.pdf","141. Camera trapping in assessing diversity of mammals in Jabal Moussa Biosphere Reserve, Lebanon.pdf",1167812,2012-04-09T22:50:48,39fe3bc288e172f68efc8d963c4f5d83,8a2cb42e3e9d910f69d4a6a771e25cb05fe3c3c95d7a77bc790d07318e3ea64c
145. Some introduced vertebrate species to the Hashemite Kingdom of Jordan.pdf,145. Some introduced vertebrate species to the Hashemite Kingdom of Jordan.pdf,2622699,2013-02-05T21:51:46,b13cf68eeaec37bf64cd8729cc9e237e,552f2f88fcbac1792b21febea4b4b9ae8abcb1d8315c109ed4ec301811bcd73d
"155. Ecology of the Persian Squirrel, Sciurus anomalus, in Horsh Ehden Nature Reserve, Lebanon.pdf","155. Ecology of the Persian Squirrel, Sciurus anomalus, in Horsh Ehden Nature Reserve, Lebanon.pdf",7652356,2014-05-10T03:33:08,ddad1efaa7fb1f44fd3dd7cb88f55081,2f3a6a09e1f80e70c7c1f16f2c7deae9d31318d68e29c7c13f1c3ab7fd752ee7
"157. Diet of the Barn Owl (Tyto alba) from Chaddra-Akkar, Northern Lebanon.pdf","157. Diet of the Barn Owl (Tyto alba) from Chaddra-Akkar, Northern Lebanon.pdf",2261412,2014-06-04T12:37:54,b89158b313fa6fabb399f38246fd1b7d,4734187619554e7a4b4bfdecad4f61703744b19346d55059b14cd556fa674924
17. Thong et al. (2012).pdf,17. Thong et al. (2012).pdf,490879,2015-11-17T11:50:06,0644268b7af0352de915a86efdb9a8a1,0e021451bbc57fd01e9a4cc9e3db42c39cc9a8c7c96a7e4e9028c33fe4338ac9
18. Jordanian Mammals Acquired by the Jordan University Natural History Museum..PDF,18. Jordanian Mammals Acquired by the Jordan University Natural History Museum..PDF,2548742,2009-05-03T10:01:56,37911d68bda92c81855fae52f742a7d8,be2ee7ef2f1ff063483736f8ebbc91b96340cab795126b1737e61304b663d86e
19. Thabah et al. (2006).pdf,19. Thabah et al. (2006).pdf,303771,2015-11-18T04:07:22,8d607e244854255d9fd2f8b954ff0900,9075cd78831bb9335667ab54e0ec5b3e88f85dc43b33d861e5510de42a7fbf28
1989-Scott-001.pdf,1989-Scott-001.pdf,9216364,2014-12-04T16:58:48,211548c8ff42e19de209eb335d7726ef,253861690b5557df8b9b7c4b8c7e3c4135e5e569652c01556dd0857712f99296
2. Helgen_et_al_2007_Journal_of_Mammalogy_Dyacopterus_revision.pdf,2. Helgen_et_al_2007_Journal_of_Mammalogy_Dyacopterus_revision.pdf,797717,2015-10-15T07:01:28,1ae43bf7f7dd58f21d123e2f33643d98,a399ef18405def26ef615b3526673254ba9504bb627f4473190320b8e3ab6267
20. Goodman & Ranivo (2008).pdf,20. Goodman & Ranivo (2008).pdf,1508170,2015-11-18T04:21:00,f463b884be1999bef2c8cfb3cf568d12,cc8470f4b83d77ed27795216acf8372f2ced7e76d02ac2693396ad6d4f4e846a
21. Goodman & Ranivo (2009).pdf,21. Goodman & Ranivo (2009).pdf,120870,2016-04-20T11:18:26,e286d72c22c1d71e5e0670c2f154029e,2ec50b477e544fa115d2c440ce73b34588a1ef368eb57ac4f5984a5c23a1a0f3
22. Benda & Vallo (2009).pdf,22. Benda & Vallo (2009).pdf,5300266,2015-11-18T07:41:58,5352d2171822331d3d774c44d0ed0fc6,2de954a7bc244d920ca65d49a34a39bd0485911af7a3bb5ae2d6591bc59502ed
23. Benda et al. (2009).pdf,23. Benda et al. (2009).pdf,2574951,2015-11-18T08:58:30,07892ad61fb53bc5d9bdd21b64230d6c,cbdde9bbb215871f5f66ec8a0a42d66b0b44f2e904e04cf75d4a2313a56bd9af
23. Systematics and distribution of the bats (Mammalia  Chiroptera) of Jordan..PDF,23. Systematics and distribution of the bats (Mammalia  Chiroptera) of Jordan..PDF,1586085,2011-04-24T17:58:18,81ca6a1ad223e1fd3a94fe1b56d16030,45fb09871d6a2e106d1ee92d52d9284ebc62a8b1f650d90842d8e80e6b7820ab
24. Goodman et al. (2012).pdf,24. Goodman et al. (2012).pdf,728692,2015-11-18T09:08:24,4099b204a9cc62c1bd8c857e375f8e72,e0af56e486b93284ccba6fd52935cbfadef534a8a6a1d1505ada846bc9b3d531
24. Status and conservation of carnivores in Jordan.pdf,24. Status and conservation of carnivores in Jordan.pdf,967574,2012-05-04T02:45:24,7c3812c225be805c035224acff5b25c7,767fae662d422a4447c1df09c9336d83a673281b6f75be2425dc587f3f624940
25. Goodman et al. (2006).pdf,25. Goodman et al. (2006).pdf,1064116,2015-12-01T10:07:54,d935a23361d3d713208c2679bf869421,be8b2afbb950357d27e0f2b8ee146ed28ae7866ff6efc48c4bb6b33a95c93457
26. Lim et al. (2010).pdf,26. Lim et al. (2010).pdf,1819331,2015-11-18T09:27:38,fe9e63658b4029fedbeab3aac062aa3a,92784ee848a576457ab33815f0b7d635a80e35f9f127997f420dd1499c6f85e3
27. Goodman et al. (2007).pdf,27. Goodman et al. (2007).pdf,1023148,2016-04-20T11:23:08,3ae94cfb1e65348082ce2771302d0c9d,8e40d7e4b80023713837d38de2e0a853707c74de934520c35741b5d478928968
"27. The Jungle Cat, Felis chaus Güldenstaedt, 1776, in Jordan..PDF","27. The Jungle Cat, Felis chaus Güldenstaedt, 1776, in Jordan..PDF",204128,2009-04-27T05:01:00,a5d5f5f6b024097c98149ffb1c378fda,825046c9ce5d4697fc036dd258d9de75a32b8aaff9337a441ce192e63b4a0ac7
28. Mantilla-Melluk & Baker (2006).pdf,28. Mantilla-Melluk & Baker (2006).pdf,1198083,2015-11-18T09:58:12,e3e749f15665a5e494fe21d8286c584c,ab7322bb4ee768dbb6c1897deb110a9b19e096b97bdddf0d9366096faca49fee
29. Mantilla-Melluk & Baker (2010).pdf,29. Mantilla-Melluk & Baker (2010).pdf,1397688,2015-11-18T10:15:10,b386bd744a88f52a2901e514f609b53d,852ee96e3ab2673434a90403953cbaf3ab7fbbe8278a2e11dd836429d2f8c1fe
30. Muchhala et al. (2005).pdf,30. Muchhala et al. (2005).pdf,201767,2015-11-18T10:26:16,fe8fbb47e896456edb721cfae47357e7,e025ed73d4720fefdacf974f332bf9e6a99f568be791397585c989ad50ae5dc9
31. Nogueira et al. (2012).pdf,31. Nogueira et al. (2012).pdf,666835,2015-11-18T10:35:10,c9b00b531ce075a7a4706fa9eff8256e,8d184607c1e99d072fc22108d62e85690396bd6c48dafb0e10d9948cb260057a
32. Woodman & Timm (2006).pdf,32. Woodman & Timm (2006).pdf,724491,2015-11-18T11:13:54,275601d10be26f9a25dbfeb44a55b9ad,7ccc171a6517650df4f181b919a9d94e3175328c691b1b70b437e3d44e7bbfb7
33. Davalos (2004).pdf,33. Davalos (2004).pdf,647139,2015-11-18T11:19:04,9ba80117d7ad5f9a28b04726c7305194,744ea665dfc20934a087c95daac03507bbd55238bd6754a247cd8f796a4b1703
34. Woodman (2007).pdf,34. Woodman (2007).pdf,761878,2015-11-18T11:04:50,5d1794bc48a1656c06f7ca2721ea2af5,e630e8e7814af32c6010a5de67e24e65831393a192ef411193a6b7ce9c78b07c
35. Albuja & Gardner (2005).pdf,35. Albuja & Gardner (2005).pdf,145605,2016-04-20T11:25:40,41afa6a51daba94ec782f936f376f800,5c7d2941b4df5f9753528ccf49e4a613f0ad9c8658fceb5d978ea7bd6f1894ea
36. Davalos & Courthals (2008).pdf,36. Davalos & Courthals (2008).pdf,1133686,2015-11-18T11:29:08,e387c92bf17cc5dd4cd0baa7de3bcd36,89e9b484542aa91db5334f21c9a91c1a8a25a3fc06ae8f93d9232af3f8e8bc75
"37. Carnivores of Dana Nature Reserve (Carnivora Canidae, Hyaenidae and Felidae), Jordan..PDF","37. Carnivores of Dana Nature Reserve (Carnivora Canidae, Hyaenidae and Felidae), Jordan..PDF",1886917,2009-04-27T10:43:58,61b449dc96aa0c25ec8b71848b59f327,cd96ec2191ddf56ff43c185f7973462bf42bf0a3fa6405de9287587b5c45a164
37. Dias et al. (2013).pdf,37. Dias et al. (2013).pdf,3974316,2016-04-20T11:34:48,895145e86c194e4544edadacf844e2d4,b6ea11572e32b11253c0ff03c81723b0382bc6c2550d4d06212f22dfc89da0b0
38. Velazco & Gardner (2012).pdf,38. Velazco & Gardner (2012).pdf,352054,2015-11-19T04:23:28,af683d9f4e8ad281e15302b3c526a83f,53c250299b2f496dba886ece71aa5a25e666fce1d7e7e3b4898573ed29e8ef8d
39. Fonseca & Pinto (2004).pdf,39. Fonseca & Pinto (2004).pdf,2228040,2015-11-19T04:24:54,a3a5a9cc7e1a542fe0e399b0cc2b5d74,dea9516e04f85a93d76d79a376630f0e799042abdb6aa171436a3dfd198e3cf6
4. Helgen_2005c_Systematics_and_Biodiversity_Pteralopex_revision.pdf,4. Helgen_2005c_Systematics_and_Biodiversity_Pteralopex_revision.pdf,724871,2015-10-15T07:18:02,39312731708ca4d4b99c2086c9ae790e,ddb42417e4a64a94d8d8bb13a8d4e58767acc0290d2fe338430a6a7d1fd76c88
40. Larsen et al. (2011).pdf,40. Larsen et al. (2011).pdf,895326,2015-11-19T05:35:26,035677eec08811cb2b2d41ee1931fb9a,75dbd1158cf1709d4c6acf9acaadf301f894a2411b45327d94290333ce9aa218
41. Baker & Fonseca (2007).pdf,41. Baker & Fonseca (2007).pdf,2536036,2015-11-19T05:55:44,a38faf52c650460191c7b759543bd209,1e3d47013a0d84ca0d78bb69ed4b8fddfc1d317a9af924de857cd770165e8f2a
42. Siles et al. (2013).pdf,42. Siles et al. (2013).pdf,646068,2015-11-19T04:28:38,60532e4ddd0f4ce284067ac501f325a0,bc341ff839035747debfb606a778e176d15dab3e8052ae79e7c7d2615b667e82
43. Gregorin & Ditchfield (2005).pdf,43. Gregorin & Ditchfield (2005).pdf,282078,2015-11-19T06:00:12,2cf743b8793e0622dfdf433f6f9f7b90,d2675329f21754149989cccbac6a3e1f21c4adfb18645f81c698ffb91b86c22e
"44. First record of the Nakedbellied Tomb Bat, Taphozous nudiventris Cretzschmar, 1830, from Jordan.pdf","44. First record of the Nakedbellied Tomb Bat, Taphozous nudiventris Cretzschmar, 1830, from Jordan.pdf",1053797,2013-05-05T23:23:28,0efad334b177cc68c09704c53f207162,3bb07cf976528a468420581ce9bec5552f5c798abe1b8eaf8d0b1fa800de2df4
44. Solari & Baker (2006).pdf,44. Solari & Baker (2006).pdf,3985753,2015-11-19T06:04:18,8f6cd075978cb96c9f847b6fed7af38b,8ef863aef26be8af963711bac30707088155b5e195dc75c1b40cbc8faffea4ba
45. Pacheco et al. (2004).pdf,45. Pacheco et al. (2004).pdf,8611134,2015-11-23T11:37:10,9adeabb26ca9109c3930a0f1deeaad5d,a2baf2bcff8dc32397dfd7059b2bdaf0e2971707844f665b9cf517d1266482d2
"45. The status of the Stone Marten, Martes foina syriaca (Nehring,1902), in Jordan.pdf","45. The status of the Stone Marten, Martes foina syriaca (Nehring,1902), in Jordan.pdf",1463281,2013-05-05T23:21:10,41ed3f3e1ec1e2b847783b6fd9e77e15,2e20adc990ae7b1a9dcfd79deb9aff838f77fce56dcb60df0553cf8614eb9cc2
46. Munoz et al. (2004).pdf,46. Munoz et al. (2004).pdf,164039,2015-11-23T11:45:34,f7d88db88718e1a7fe31b28d300cf8d3,8e3ae4b324210536613c6abd10dccc24e3a77a594898ee96ea2c69f77f5601bc
47. McCarthy et al. (2006).pdf,47. McCarthy et al. (2006).pdf,654381,2016-04-20T11:38:00,4581d6d30216f22e1caca8b6572d5005,046b8330a82a35491e3a152b31f50e7dd520546311054704db73b7540ae43451
48. Jarrin & Kunz (2011).pdf,48. Jarrin & Kunz (2011).pdf,1623127,2015-11-24T05:05:02,8600746cec69b4daeced0656cd2aab95,801142500fa17d5160d249703b8ea1f2dee98ec517846cffe34c5e08a6545c5d
49. Sánchez-Hernández et al. (2005).pdf,49. Sánchez-Hernández et al. (2005).pdf,180068,2015-11-24T05:10:54,640d7ed2ea24fc28f08cc7b7eaa396a6,b5df2a2a4e2bd54c9f00d0868ad0d4877dc69a86040de95ebb9cfa685b8a71d7
5. Helgen et al. 2009_Samoan-Pteropus_Novitates.pdf,5. Helgen et al. 2009_Samoan-Pteropus_Novitates.pdf,2269250,2015-10-15T09:43:50,15ab497262bd75f3b301d0c984211fc4,bf51abc44aa23b1553f7a588b3989afc45389389c2f99a57053ec3d9ff3ef0a6
"50. A new record of the Sand Cat, Felis margarita Loche, 1858 from Jordan.pdf","50. A new record of the Sand Cat, Felis margarita Loche, 1858 from Jordan.pdf",197572,2014-02-12T12:09:40,08eefd3f918f7090ed4b31da14c3ba89,1a0125dd3512edd2561d7f0839683d43a40e19b8a0bffa6b3d50738e3b8b6795
50. Taddei & Lim (2010).pdf,50. Taddei & Lim (2010).pdf,626594,2015-11-24T05:19:22,eda66b71d2ecdb3110d723c48f700550,8a588d1e3c6e9aaf0a3680893164bbba429e8008cdd5185b42ee19666da012fd
51. Velazco (2005).pdf,51. Velazco (2005).pdf,1390450,2015-11-24T05:48:16,0c1408370f915b904b1e5f2d1c59c505,f16f04d13b6e09dc2bf05fe3d4cdf53fb55395b5b5c6650fb2d75f0f734a0ba7
52. Velazco et al. (2010).pdf,52. Velazco et al. (2010).pdf,1576518,2015-11-24T06:01:54,e31de71625771b3952437693a52b4053,0b05dddb3846916c13becc77b39c35d8a61aab7daf0b17129da843663804fe0e
53. Velazco & Gardner (2009).pdf,53. Velazco & Gardner (2009).pdf,2300484,2015-11-24T06:08:46,216f10f1aff85adb69716573b1337ebf,4e36c7fb930f7e86023928952d664397a5eb2f6da19b2248a7514b95bebd1334
54. Gregorin et al. (2006).pdf,54. Gregorin et al. (2006).pdf,347417,2015-11-24T06:22:42,0a7d1744d73433287712e66935896485,fcd04aeaefeecdd1efce7a0452ff94d51684d8200a5b4d76ae341c40001ab70e
55. Velazco et al. (2014).pdf,55. Velazco et al. (2014).pdf,1549111,2015-11-24T06:18:44,d6ea6a87b4f4748d3e27103d45695a05,180435ca4590de58d84fb99c61d02a18e7446d2353517e734ca8ec5d2c1ccce5
56. Further Records of Bats From Jordan and a Synopsis.pdf,56. Further Records of Bats From Jordan and a Synopsis.pdf,128000,2003-02-03T01:44:54,ac752242b54f9fc20c0049cf279f2f98,04dcd7f17de543c9943a207b98962be697e23e4b14d8cdc006f495507db60dae
56. Tejedor (2005).pdf,56. Tejedor (2005).pdf,585870,2015-11-24T06:27:30,fd422445e03ce21a0758632fc95a9dfd,77d92579220d9c03dcb84b717066d54a99d0f8f806b708b9bfee309f3f06d026
57. Goodman et al. (2010).pdf,57. Goodman et al. (2010).pdf,2697859,2016-04-25T07:49:54,b6f62cf018c03f0da9db2f3ade46d018,ecbb5c274ff483b37e35275c866ebf14183143b014b63120b43f70c5cc2337e3
"59. Status of the Marbled Polecat, Vormela peregusna (Güldenstaedt, 1770), in Jordan.pdf","59. Status of the Marbled Polecat, Vormela peregusna (Güldenstaedt, 1770), in Jordan.pdf",1745068,2013-05-05T23:16:04,dbd09e76f74288c9ca28bbfafc3b2955,fcd2be4860c8ee97e43eae523497fdf6a262aaad0f270f25c8eab20b43529acc
6. Esselstyn 2007.Sty.pdf,6. Esselstyn 2007.Sty.pdf,264809,2015-10-15T09:48:32,a425612736957565b50d09b570b87ac6,aa96aa752d2c1bd5ca496009717282f268302a43a8bf22c49fba25f970a99692
60. González-Ruiz et al. (2011).pdf,60. González-Ruiz et al. (2011).pdf,459003,2015-11-24T07:04:10,06f1388a77a78358747e591072b4054e,c7b482df49edca656bbe8b13c0c53ff6f2c5fcc0c9db7b2455e89e6625d2679e
62. Map of Mormopterus eleryi type loc..pdf,62. Map of Mormopterus eleryi type loc..pdf,398642,2016-04-25T10:40:14,e7ce583b256a557c24222f6ee5c47697,b6c477ce952052ff46b9fdf0a5c2099a73c0939d7a31cb29cdb11e58466da40b
63. Goodman et al. (2008).pdf,63. Goodman et al. (2008).pdf,589338,2015-11-24T06:42:18,667b2ea63295d64edb903ff75434c08e,f4040dc5ba52859abcfd22f31f512bbf2d7de0efcf82db5169f0303390ab9b4b
"64. The diet of the Desert Eagle Owl, Bubo bubo ascalaphus , in the Eastern Desert of Jordan.pdf","64. The diet of the Desert Eagle Owl, Bubo bubo ascalaphus , in the Eastern Desert of Jordan.pdf",76160,2004-09-29T06:07:42,97a58c00bd7a27b3b2bedbcf26c182f3,092f39ce1097a7d78cbfcd07f286381d6bd7fe3198b00d19e61d4dfd49414ab6
64. Zagorodniuk (2009).pdf,64. Zagorodniuk (2009).pdf,2208965,2015-11-24T11:24:04,d7c28a9c0c2a985657581e59c1e8883c,63c47f01c89ece790a15465a16418a84d1bf910b06fd09a9f2d4a7d40b1a52b1
65. Miranda et al. (2006).pdf,65. Miranda et al. (2006).pdf,205025,2015-11-24T11:29:54,103b78e2939ebc4c09792f03e612a3ce,c1f0bc6e255509e032e0d5f4cc68f34ea5261e30a2e36f2a74394fec7e9ca555
66. Baird et al. (2012).pdf,66. Baird et al. (2012).pdf,2551837,2015-11-24T11:34:30,66efaa802cb57a9ecf86e46b46323847,0641809c91c25bd8637f212594e55428996798dfe9b28aa694d44f3a15ba1111
66. Conservation of the carnivores of the Northeastern Badia..pdf,66. Conservation of the carnivores of the Northeastern Badia..pdf,203875,2005-05-29T10:44:20,353ce34516c82f14a3bd24a7abe13559,a4e570cf9968c57a8cf332a6f619241c60bf2c3ffae98d79e9c0e9cd4393987a
"67.  First Record of the Egyptian Slit-faced Bat, Nycteris thebaica E. Geoffroy, 1818, from Jordan..PDF","67.  First Record of the Egyptian Slit-faced Bat, Nycteris thebaica E. Geoffroy, 1818, from Jordan..PDF",220870,2009-05-03T06:11:24,1e64edb0d135a50f0a2d37afd6fc1fbd,0624aca9044ab5f45bc4088a317f6a2035550388b6d94492efc9abd232de36ab
67. Brooks & Bickham (2014).pdf,67. Brooks & Bickham (2014).pdf,3976953,2015-11-24T11:41:42,eb500939259cdd705c8fb404d7628ca2,f5b294834fe49c5c2ab7c6290c8ce6832f61d5dd3500aaaa2b9db6c15daf5844
"68. Ecology, distribution and status of the Rock Hyrax, Procavia capensis syriaca (Schreber, 1784), in Jordan..PDF","68. Ecology, distribution and status of the Rock Hyrax, Procavia capensis syriaca (Schreber, 1784), in Jordan..PDF",520564,2009-04-27T05:10:34,4f08de83f19668214f4fba59d81a4625,fee346f90cfbd8c1c38a596d11e6f78499783bacd6585aae16b5482a19cb8d08
69. Goodman et al. (2005).pdf,69. Goodman et al. (2005).pdf,3244304,2016-04-20T11:42:26,121f37bcd5e230f2d450b1fcab56b671,a338baf42fa177d5327e66c462d3729629943778647fd9b34a0e62911497f1a5
7. Maryanto et al. (2012) RecWAMuseum_2012_27(1)_068to084_MARYANTOetal.pdf,7. Maryanto et al. (2012) RecWAMuseum_2012_27(1)_068to084_MARYANTOetal.pdf,662385,2015-10-15T10:08:36,3951dd78146a240c147dc6de4800ff4e,993f7cc603c1a731b40dcb2d9663be64e705fe0bb2ff9f3e6e1da1d9b2170272
70. Parnaby (2009).pdf,70. Parnaby (2009).pdf,12878228,2015-11-25T06:08:50,2f31c417e7f907fed86f50765cfcd467,048806faca84e601d525737b88495ab221781d5b4a88d41705889ee0bf0ca343
"74. Occurrence of Coluber (Hierophis) schmidti Nikolsky, 1909 in Jordan (Squamata Colubridae)..pdf","74. Occurrence of Coluber (Hierophis) schmidti Nikolsky, 1909 in Jordan (Squamata Colubridae)..pdf",873842,2011-04-20T21:12:00,e736b7eb516714a6536372b0398d93df,9dd2e3bf18d9431a03f44840fa6ae0bd0683801e12404d6a79a322a77592d330
74. Zhang et al. (2007).pdf,74. Zhang et al. (2007).pdf,254721,2015-11-25T06:32:14,ddf266df7d8dd2dfa9b3d458089f98bc,af10e8db267f21f88b85a60f5ac72983af5c2a5ef483c07a7805702f44ab562e
